Survey data are below:,,,,,,,,,,
,,,,,,,,,,
,Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Variable 10
1,0.252477901669787,U,1.33576493850965,-1.2940801591188,-0.812033850897571,1.119509192646,-1.05696296613277,-0.481626665065192,-1.84451137207683,0.293868420550453
2,1.24020863984979,Y,-0.322039803843834,-0.397933395257734,-0.755546301835991,-1.28900921104831,0.303451595553284,-0.683458304353746,0.243839603820274,-0.97349020418544
3,-0.397692173755753,,0.416948171398377,1.33003160550737,-0.664596194395521,-0.372951162236006,-0.75651838403738,-1.68417589050631,2.03392914940338,0.719069370145603
4,1.67869675095197,H,-0.964576325461206,1.07644016674765,-0.237067663267291,0.873979523054437,NA,0.423294296496335,-1.25345279663625,-0.497851718617574
5,-0.344096944137479,U,-0.332424356726565,-0.432531944244049,-0.663209804270868,1.1048850148336,-1.07214811728689,-1.0328569247186,1.67308879765203,-1.01939345157814
6,1.0389897624768,P,-1.34944693020877,-1.02698969705249,1.4999985649563,-0.515455929804017,1.11361860934282,1.00078853525543,NA,0.255378756377222
7,-0.398518371392931,J,0.190659239373175,NA,-0.060608941483661,1.0211590218968,1.46944715491464,-0.924017644890057,0.12315242481753,0.979644530302153
8,-1.24316844490762,G,-0.415684146744588,0.796294790223187,-1.00351229108571,1.13642291477919,1.79569683373345,0.480205425168689,2.15693301736424,-0.184184666575332
9,0.570090802777252,D,0.228513196197922,-0.415745123811167,-0.903901939170918,NA,0.798692939860503,-0.43364013351955,-0.640043127644747,-0.483651322485093
10,0.140358647921644,B,-0.025194110173226,-1.71793847465896,-0.184944300760981,0.685048954556541,0.657397399320495,-2.21396823524689,1.20553420225811,-0.215618950459661
11,1.14342894214816,D,-0.774864229146713,1.17836974080317,-1.41402737097244,-0.867496979096708,-0.177694654349536,-0.53068663116945,-0.054017428396403,-0.066039024669246
12,-1.34970217964617,A,2.19218237791167,1.13770845369857,-0.580693098671234,-0.886023836563896,-2.71252729472749,0.424787040676093,0.163999529117858,0.391806843591352
13,0.9972940164233,M,-0.237232994112735,-1.56801568627107,1.03477265582467,0.089513859316039,0.491173028854261,0.234589899479254,-0.451251261282635,-0.224489657436193
14,0.457263918466721,C,0.703217155018061,1.51559513423494,-0.818465629911485,-1.30151678630006,-0.070839227540671,0.931516496835689,1.20740762987908,-0.1352987490579
15,-0.010086259946437,A,1.51989309915362,-0.152706053181809,-0.52185668646184,-1.33778958975368,-1.04801194643755,-0.777219792147125,-1.16450125728939,-1.14580518879842
16,-0.661567492021728,S,-1.19646815991138,-0.347953544825886,-0.773069968544469,-0.613581827514959,-0.710338940226073,1.22247253887502,1.75261062996693,0.654626336844837
17,0.034771119671079,Q,0.953041728872279,-1.93110003183253,0.055880026366153,-0.71691476806046,-0.294203647330824,-0.324342358074226,0.231242776243588,1.19550542496948
